id	name	price	cost	Y	Yalternate	X1	X2	X3	X4	X5	type	D6	D7	D8	D9	D10	drive	D11	D12
208	Jaguar XJ8 4dr	59995	54656	18	28	3.803	2.94	4.2	8	1.19	sedan	0	0	0	0	0	rwd	0	1
209	Jaguar XJR 4dr	74995	68306	17	24	3.948	3.9	4.2	8	1.19	sedan	0	0	0	0	0	rwd	0	1
210	Lexus GS 300 4dr	41010	36196	18	25	3.649	2.2	3	6	1.1	sedan	0	0	0	0	0	rwd	0	1
211	Lexus GS 430 4dr	48450	42232	18	23	3.715	3	4.3	8	1.1	sedan	0	0	0	0	0	rwd	0	1
212	Lexus LS 430 4dr	55750	48583	18	25	3.99	2.9	4.3	8	1.15	sedan	0	0	0	0	0	rwd	0	1
213	Lincoln LS V8 Sport 4dr	40095	36809	17	24	3.768	2.8	3.9	8	1.15	sedan	0	0	0	0	0	rwd	0	1
214	Lincoln LS V8 Ultimate 4dr	43495	39869	17	24	3.768	2.8	3.9	8	1.15	sedan	0	0	0	0	0	rwd	0	1
215	Lincoln Town Car Signature 4dr	41815	38418	17	25	4.369	2.39	4.6	8	1.18	sedan	0	0	0	0	0	rwd	0	1
216	Lincoln Town Car Ultimate 4dr	44925	41217	17	25	4.369	2.39	4.6	8	1.18	sedan	0	0	0	0	0	rwd	0	1
217	Lincoln Town Car Ultimate L 4dr	50470	46208	17	25	4.474	2.39	4.6	8	1.24	sedan	0	0	0	0	0	rwd	0	1
218	Mercedes-Benz C32 AMG 4dr	52120	48522	16	21	3.54	3.49	3.2	6	1.07	sedan	0	0	0	0	0	rwd	0	1
219	Mercedes-Benz CL500 2dr	94820	88324	16	24	4.085	3.02	5	8	1.14	sedan	0	0	0	0	0	rwd	0	1
220	Mercedes-Benz CL600 2dr	128420	119600	13	19	4.473	4.93	5.5	12	1.14	sedan	0	0	0	0	0	rwd	0	1
221	Mercedes-Benz CLK320 coupe 2dr (convertible)	45707	41966	20	26	3.77	2.15	3.2	6	1.07	sedan	0	0	0	0	0	rwd	0	1
222	Mercedes-Benz CLK500 coupe 2dr (convertible)	52800	49104	17	22	3.585	3.02	5	8	1.07	sedan	0	0	0	0	0	rwd	0	1
223	Mercedes-Benz E320 4dr	48170	44849	19	27	3.635	2.21	3.2	6	1.12	sedan	0	0	0	0	0	rwd	0	1
224	Mercedes-Benz E500 4dr	57270	53382	16	20	3.815	3.02	5	8	1.12	sedan	0	0	0	0	0	rwd	0	1
225	Mercedes-Benz S430 4dr	74320	69168	18	26	4.16	2.75	4.3	8	1.22	sedan	0	0	0	0	0	rwd	0	1
226	Mercedes-Benz S500 4dr	86970	80939	16	24	4.39	3.02	5	8	1.22	sedan	0	0	0	0	0	awd	1	0
227	Saab 9-3 Arc convertible 2dr	40670	38520	21	29	3.48	2.1	2	4	1.05	sedan	0	0	0	0	0	fwd	0	0
228	Saab 9-3 Aero convertible 2dr	43175	40883	21	30	3.7	2.1	2	4	1.05	sedan	0	0	0	0	0	fwd	0	0
229	Volvo C70 LPT convertible 2dr	40565	38203	21	28	3.45	1.97	2.4	5	1.05	sedan	0	0	0	0	0	fwd	0	0
230	Volvo C70 HPT convertible 2dr	42565	40083	20	26	3.45	2.42	2.3	5	1.05	sedan	0	0	0	0	0	fwd	0	0
231	Volvo S80 T6 4dr	45210	42573	19	26	3.653	2.68	2.9	6	1.1	sedan	0	0	0	0	0	fwd	0	0
232	Acura NSX coupe 2dr manual S	89765	79978	17	24	3.153	2.9	3.2	6	1	sports	1	0	0	0	0	rwd	0	1
233	Audi RS 6 4dr	84600	76417	15	22	4.024	4.5	4.2	8	1.09	sports	1	0	0	0	0	fwd	0	0
234	Audi TT 1.8 convertible 2dr (coupe)	35940	32512	20	28	3.131	1.8	1.8	4	.95	sports	1	0	0	0	0	fwd	0	0
235	Audi TT 1.8 Quattro 2dr (convertible)	37390	33891	20	28	2.921	2.25	1.8	4	.96	sports	1	0	0	0	0	awd	1	0
236	Audi TT 3.2 coupe 2dr (convertible)	40590	36739	21	29	3.351	2.5	3.2	6	.96	sports	1	0	0	0	0	awd	1	0
237	BMW M3 coupe 2dr	48195	44170	16	24	3.415	3.33	3.2	6	1.08	sports	1	0	0	0	0	rwd	0	1
238	BMW M3 convertible 2dr	56595	51815	16	23	3.781	3.33	3.2	6	1.08	sports	1	0	0	0	0	rwd	0	1
239	BMW Z4 convertible 2.5i 2dr	33895	31065	20	28	2.932	1.84	2.5	6	.98	sports	1	0	0	0	0	rwd	0	1
240	BMW Z4 convertible 3.0i 2dr	41045	37575	21	29	2.998	2.25	3	6	.98	sports	1	0	0	0	0	rwd	0	1
241	Cadillac XLR convertible 2dr	76200	70546	17	25	3.647	3.2	4.6	8	1.06	sports	1	0	0	0	0	rwd	0	1
242	Chevrolet Corvette 2dr	44535	39068	18	25	3.246	3.5	5.7	8	1.05	sports	1	0	0	0	0	rwd	0	1
243	Chevrolet Corvette convertible 2dr	51535	45193	18	25	3.248	3.5	5.7	8	1.05	sports	1	0	0	0	0	rwd	0	1
244	Chrysler Crossfire 2dr	34495	32033	17	25	3.06	2.15	3.2	6	.95	sports	1	0	0	0	0	rwd	0	1
245	Ford Mustang 2dr (convertible)	18345	16943	20	29	3.29	1.93	3.8	6	1.01	sports	1	0	0	0	0	rwd	0	1
246	Ford Mustang GT Premium convertible 2dr	29380	26875	17	25	3.347	2.6	4.6	8	1.01	sports	1	0	0	0	0	rwd	0	1
247	Ford Thunderbird Deluxe convert w/hardtop 2dr	37530	34483	17	24	3.78	2.8	3.9	8	1.07	sports	1	0	0	0	0	fwd	0	0
248	Honda S2000 convertible 2dr	33260	29965	20	25	2.835	2.4	2.2	4	.95	sports	1	0	0	0	0	rwd	0	1
249	Hyundai Tiburon GT V6 2dr	18739	17101	19	26	3.023	1.72	2.7	6	1	sports	1	0	0	0	0	fwd	0	0
250	Jaguar XK8 coupe 2dr	69995	63756	18	26	3.779	2.94	4.2	8	1.02	sports	1	0	0	0	0	rwd	0	1
251	Jaguar XK8 convertible 2dr	74995	68306	18	26	3.98	2.94	4.2	8	1.02	sports	1	0	0	0	0	rwd	0	1
252	Jaguar XKR coupe 2dr	81995	74676	16	23	3.865	3.9	4.2	8	1.02	sports	1	0	0	0	0	rwd	0	1
253	Jaguar XKR convertible 2dr	86995	79226	16	23	4.042	3.9	4.2	8	1.02	sports	1	0	0	0	0	rwd	0	1
254	Lexus SC 430 convertible 2dr	63200	55063	18	23	3.84	3	4.3	8	1.03	sports	1	0	0	0	0	rwd	0	1
255	Mazda MX-5 Miata convertible 2dr	22388	20701	23	28	2.387	1.42	1.8	4	.89	sports	1	0	0	0	0	rwd	0	1
256	Mazda MX-5 Miata LS convertible 2dr	25193	23285	23	28	2.387	1.42	1.8	4	.89	sports	1	0	0	0	0	rwd	0	1
257	Mercedes-Benz SL500 convertible 2dr	90520	84325	16	23	4.065	3.02	5	8	1.01	sports	1	0	0	0	0	rwd	0	1
258	Mercedes-Benz SL55 AMG 2dr	121770	113388	14	21	4.235	4.93	5.5	8	1.01	sports	1	0	0	0	0	rwd	0	1
259	Mercedes-Benz SL600 convertible 2dr	126670	117854	13	19	4.429	4.93	5.5	12	1.01	sports	1	0	0	0	0	rwd	0	1
260	Mercedes-Benz SLK230 convertible 2dr	40320	37548	21	29	3.055	1.92	2.3	4	.95	sports	1	0	0	0	0	rwd	0	1
261	Mercedes-Benz SLK32 AMG 2dr	56170	52289	17	22	3.22	3.49	3.2	6	.95	sports	1	0	0	0	0	rwd	0	1
262	Mitsubishi Eclipse GTS 2dr	25092	23456	21	28	3.241	2.1	3	6	1.01	sports	1	0	0	0	0	fwd	0	0
263	Mitsubishi Eclipse Spyder GT convertible 2dr	26992	25218	21	28	3.296	2.1	3	6	1.01	sports	1	0	0	0	0	fwd	0	0
264	Mitsubishi Lancer Evolution 4dr	29562	27466	18	26	3.263	2.71	2	4	1.03	sports	1	0	0	0	0	fwd	0	0
265	Nissan 350Z coupe 2dr	26910	25203	20	26	3.188	2.87	3.5	6	1.04	sports	1	0	0	0	0	rwd	0	1
266	Nissan 350Z Enthusiast convertible 2dr	34390	31845	20	26	3.428	2.87	3.5	6	1.04	sports	1	0	0	0	0	rwd	0	1
267	Porsche 911 Carrera convertible 2dr (coupe)	79165	69229	18	26	3.135	3.15	3.6	6	.93	sports	1	0	0	0	0	rwd	0	1
268	Porsche 911 Carrera 4S coupe 2dr (convert)	84165	72206	17	24	3.24	3.15	3.6	6	.93	sports	1	0	0	0	0	awd	1	0
269	Porsche 911 Targa coupe 2dr	76765	67128	18	26	3.119	3.15	3.6	6	.93	sports	1	0	0	0	0	rwd	0	1
270	Porsche 911 GT2 2dr	192465	173560	17	24	3.131	4.77	3.6	6	.93	sports	1	0	0	0	0	rwd	0	1
271	Porsche Boxster convertible 2dr	43365	37886	20	29	2.811	2.28	2.7	6	.95	sports	1	0	0	0	0	rwd	0	1
272	Porsche Boxster S convertible 2dr	52365	45766	18	26	2.911	2.58	3.2	6	.95	sports	1	0	0	0	0	rwd	0	1
273	Subaru Impreza WRX 4dr	25045	23022	20	27	3.085	2.27	2	4	.99	sports	1	0	0	0	0	awd	1	0
274	Subaru Impreza WRX STi 4dr	31545	29130	18	24	3.263	3	2.5	4	1	sports	1	0	0	0	0	awd	1	0
275	Toyota Celica GT-S 2dr	22570	20363	24	33	2.5	1.8	1.8	4	1.02	sports	1	0	0	0	0	fwd	0	0
276	Toyota MR2 Spyder convertible 2dr	25130	22787	26	32	2.195	1.38	1.8	4	.97	sports	1	0	0	0	0	rwd	0	1
277	Cadillac Escaladet	52795	48377	14	18	5.367	2.95	5.3	8	1.16	suv	0	1	0	0	0	fwd	0	0
278	Cadillac SRX V8	46995	43523	16	21	4.302	3.2	4.6	8	1.16	suv	0	1	0	0	0	fwd	0	0
279	Chevrolet Suburban 1500 LT	42735	37422	14	18	4.947	2.95	5.3	8	1.3	suv	0	1	0	0	0	fwd	0	0
280	Chevrolet Tahoe LT	41465	36287	14	18	5.05	2.95	5.3	8	1.16	suv	0	1	0	0	0	awd	1	0
281	Dodge Durango SLT	32235	29472	15	21	4.987	2.3	4.7	8	1.19	suv	0	1	0	0	0	awd	1	0
282	Ford Expedition 4.6 XLT	34560	30468	15	19	5	2.32	4.6	8	1.19	suv	0	1	0	0	0	fwd	0	0
283	GMC Envoy XUV SLE	31890	28922	15	19	4.945	2.75	4.2	6	1.29	suv	0	1	0	0	0	fwd	0	0
284	CMC Yukon 1500 SLE	35725	31361	16	19	5.042	2.85	4.8	8	1.16	suv	0	1	0	0	0	fwd	0	0
285	GMC Yukon XL 2500 SLT	46265	40534	13	17	6.133	3.25	6	8	1.3	suv	0	1	0	0	0	awd	1	0
286	Hummer H2	49995	45815	10	12	6.4	3.16	6	8	1.23	suv	0	1	0	0	0	awd	1	0
287	Isuzu Ascender S	31849	29977	15	20	4.967	2.75	4.2	6	1.29	suv	0	1	0	0	0	awd	1	0
288	Lincoln Navigator Luxury	52775	46360	13	18	5.969	3	5.4	8	1.19	suv	0	1	0	0	0	awd	1	0
289	Nissan Pathfinder Armada SE	33840	30815	13	19	5.013	3.05	5.6	8	1.23	suv	0	1	0	0	0	fwd	0	0
290	Toyota Sequoia SR5	35695	31827	14	17	5.27	2.4	4.7	8	1.18	suv	0	1	0	0	0	awd	1	0
291	Acura MDX	36945	33337	17	23	4.451	2.65	3.5	6	1.06	suv	0	1	0	0	0	awd	1	0
292	BMW X3 3.0i	37000	33873	16	23	4.023	2.25	3	6	1.1	suv	0	1	0	0	0	awd	1	0
293	BMW X5 4.4i	52195	47720	16	22	4.824	3.25	4.4	8	1.11	suv	0	1	0	0	0	awd	1	0
294	Buick Rainier	37895	34357	15	21	4.6	2.75	4.2	6	1.13	suv	0	1	0	0	0	awd	1	0
295	Buick Rendezvous CX	26545	24085	19	26	4.024	1.85	3.4	6	1.12	suv	0	1	0	0	0	fwd	0	0
296	Chevrolet TrailBlazer LT	30295	27479	16	21	4.425	2.75	4.2	6	1.13	suv	0	1	0	0	0	fwd	0	0
297	Ford Explorer XLT V6	29670	26983	15	20	4.463	2.1	4	6	1.14	suv	0	1	0	0	0	awd	1	0
298	Honda Pilot LX	27560	24843	17	22	4.387	2.4	3.5	6	1.06	suv	0	1	0	0	0	awd	1	0
299	Isuzu Rodeo S	20449	19261	17	21	3.836	1.93	3.2	6	1.06	suv	0	1	0	0	0	fwd	0	0
300	Jeep Grand Cherokee Laredo	27905	25686	16	21	3.79	1.95	4	6	1.06	suv	0	1	0	0	0	fwd	0	0
301	Kia Sorento LX	19635	18630	16	19	4.112	1.92	3.5	6	1.07	suv	0	1	0	0	0	fwd	0	0
302	Land Rover Range Rover HSE	72250	65807	12	16	5.379	2.82	4.4	8	1.13	suv	0	1	0	0	0	awd	1	0
303	Lexus GX 470	45700	39838	15	19	4.74	2.35	4.7	8	1.1	suv	0	1	0	0	0	awd	1	0
304	Lexus LX 470	64800	56455	13	17	5.59	2.35	4.7	8	1.12	suv	0	1	0	0	0	awd	1	0
305	Lexus RX 330	39195	34576	18	24	4.065	2.3	3.3	6	1.07	suv	0	1	0	0	0	awd	1	0
306	Lincoln Aviator Ultimate	42915	39443	13	18	4.834	3.02	4.6	8	1.14	suv	0	1	0	0	0	fwd	0	0
307	Mercedes-Benz G500	76870	71540	13	14	5.423	2.92	5	8	1.12	suv	0	1	0	0	0	awd	1	0
308	Mercedes-Benz ML500	46470	43268	14	17	4.874	2.88	5	8	1.11	suv	0	1	0	0	0	awd	1	0
309	Mercury Mountaineer	29995	27317	16	21	4.374	2.1	4	6	1.14	suv	0	1	0	0	0	fwd	0	0
310	Mitsubishi Endeavor XLS	30492	28330	17	21	4.134	2.15	3.8	6	1.09	suv	0	1	0	0	0	awd	1	0
311	Mitsubishi Montero XLS	33112	30763	15	19	4.718	2.15	3.8	6	1.1	suv	0	1	0	0	0	awd	1	0
312	Nissan Pathfinder SE	27339	25972	16	21	3.871	2.4	3.5	6	1.06	suv	0	1	0	0	0	fwd	0	0
313	Pontiac Aztekt	21595	19810	19	26	3.779	1.85	3.4	6	1.08	suv	0	1	0	0	0	fwd	0	0
314	Porsche Cayenne S	56665	49865	14	18	4.95	3.4	4.5	8	1.12	suv	0	1	0	0	0	awd	1	0
315	Saturn VUE	20585	19238	21	26	3.381	1.43	2.2	4	1.07	suv	0	1	0	0	0	awd	1	0
316	Suzuki XL-7 EX	23699	22307	18	22	3.682	1.85	2.7	6	1.1	suv	0	1	0	0	0	fwd	0	0
317	Toyota 4Runner SR5 V6	27710	24801	18	21	4.035	2.45	4	6	1.1	suv	0	1	0	0	0	fwd	0	0
318	Toyota Highlander V6	27930	24915	18	24	3.935	2.3	3.3	6	1.07	suv	0	1	0	0	0	awd	1	0
319	Toyota Land Cruiser	54765	47986	13	17	5.39	3.25	4.7	8	1.12	suv	0	1	0	0	0	awd	1	0
320	Volkswagen Touareg V6	35515	32243	15	20	5.086	2.2	3.2	6	1.12	suv	0	1	0	0	0	awd	1	0
321	Volvo XC90 T6	41250	38851	15	20	4.638	2.68	2.9	6	1.13	suv	0	1	0	0	0	awd	1	0
322	Chevrolet Tracker	20255	19108	19	22	2.866	1.65	2.5	6	.98	suv	0	1	0	0	0	fwd	0	0
323	Ford Escape XLS	22515	20907	18	23	3.346	2.01	3	6	1.03	suv	0	1	0	0	0	awd	1	0
324	Honda CR-V LX	19860	18419	21	25	3.258	1.6	2.4	4	1.03	suv	0	1	0	0	0	awd	1	0
325	Honda Element LX	18690	17334	21	24	3.468	1.6	2.4	4	1.01	suv	0	1	0	0	0	awd	1	0
326	Hyundai Santa Fe GLS	21589	20201	20	26	3.549	1.73	2.7	6	1.03	suv	0	1	0	0	0	fwd	0	0
327	Jeep Liberty Sport	20130	18973	20	24	3.826	1.5	2.4	4	1.04	suv	0	1	0	0	0	awd	1	0
328	Jeep Wrangler Sahara convertible 2dr	25520	23275	16	19	3.575	1.9	4	6	.93	suv	0	1	0	0	0	awd	1	0
329	Land Rover Discovery SE	39250	35777	12	16	4.576	2.17	4.6	8	1	suv	0	1	0	0	0	awd	1	0
330	Land Rover Freelander SE	25995	23969	18	21	3.577	1.74	2.5	6	1.01	suv	0	1	0	0	0	awd	1	0
331	Mazda Tribute DX 2.0	21087	19742	22	25	3.091	1.3	2	4	1.03	suv	0	1	0	0	0	awd	1	0
332	Mitsubishi Outlander LS	18892	17569	21	27	3.24	1.6	2.4	4	1.03	suv	0	1	0	0	0	fwd	0	0
333	Nissan Xterra XE V6	20939	19512	17	20	3.76	1.8	3.3	6	1.04	suv	0	1	0	0	0	fwd	0	0
334	Suzuki Vitara LX	17163	16949	19	22	3.02	1.65	2.5	6	.98	suv	0	1	0	0	0	awd	1	0
335	Toyota RAV4	20290	18553	22	27	3.119	1.61	2.4	4	.98	suv	0	1	0	0	0	awd	1	0
336	Audi A6 3.0 Avant Quattro	40840	37060	18	25	4.035	2.2	3	6	1.09	wagon	0	0	1	0	0	awd	1	0
337	Audi S4 Avant Quattro	49090	44446	15	21	3.936	3.4	4.2	8	1.04	wagon	0	0	1	0	0	awd	1	0
338	BMW 325xi Sport	32845	30110	19	26	3.594	1.84	2.5	6	1.07	wagon	0	0	1	0	0	awd	1	0
339	Chevrolet Malibu Maxx LS	22225	20394	22	30	3.458	2	3.5	6	1.12	wagon	0	0	1	0	0	fwd	0	0
340	Chrysler Pacifica	31230	28725	17	23	4.675	2.5	3.5	6	1.16	wagon	0	0	1	0	0	rwd	0	1
341	Ford Focus ZTW	17475	16375	26	33	2.702	1.3	2	4	1.03	wagon	0	0	1	0	0	fwd	0	0
342	Ford Taurus SE	22290	20457	19	26	3.497	1.55	3	6	1.09	wagon	0	0	1	0	0	fwd	0	0
343	Infiniti FX35	34895	31756	16	22	4.056	2.8	3.5	6	1.12	wagon	0	0	1	0	0	rwd	0	1
344	Infiniti FX45	36395	33121	15	19	4.309	3.15	4.5	8	1.12	wagon	0	0	1	0	0	awd	1	0
345	Kia Rio Cinco	11905	11410	26	33	2.447	1.04	1.6	4	.95	wagon	0	0	1	0	0	fwd	0	0
346	Lexus IS 300 SportCross	32455	28647	18	24	3.41	2.15	3	6	1.05	wagon	0	0	1	0	0	rwd	0	1
347	Mercedes-Benz C240	33780	31466	19	25	3.47	1.68	2.6	6	1.07	wagon	0	0	1	0	0	rwd	0	1
348	Mercedes-Benz E320	50670	47174	19	27	3.966	2.21	3.2	6	1.12	wagon	0	0	1	0	0	rwd	0	1
349	Mercedes-Benz E500	60670	56474	16	24	4.23	3.02	5	8	1.12	wagon	0	0	1	0	0	awd	1	0
350	Mercury Sable GS	22595	20748	19	26	3.488	1.55	3	6	1.09	wagon	0	0	1	0	0	fwd	0	0
351	Nissan Murano SL	28739	27300	20	25	3.801	2.45	3.5	6	1.11	wagon	0	0	1	0	0	rwd	0	1
352	Pontiac Vibe	17045	15973	29	36	2.701	1.3	1.8	4	1.02	wagon	0	0	1	0	0	rwd	0	1
353	Saab 9-5 Aero	40845	38376	19	29	3.62	2.5	2.3	4	1.06	wagon	0	0	1	0	0	fwd	0	0
354	Saturn L300 2	23560	21779	24	34	3.109	1.4	2.2	4	1.07	wagon	0	0	1	0	0	fwd	0	0
355	Scion xB	14165	13480	31	35	2.425	1.08	1.5	4	.98	wagon	0	0	1	0	0	fwd	0	0
356	Subaru Forester X	21445	19646	21	28	3.09	1.65	2.5	4	.99	wagon	0	0	1	0	0	awd	1	0
357	Subaru Outback	23895	21773	21	28	3.43	1.65	2.5	4	1.04	wagon	0	0	1	0	0	awd	1	0
358	Suzuki Aerio SX	16497	16291	24	29	2.932	1.55	2.3	4	.98	wagon	0	0	1	0	0	awd	1	0
359	Toyota Matrix XR	16695	15156	29	36	2.679	1.3	1.8	4	1.02	wagon	0	0	1	0	0	fwd	0	0
360	Volkswagen Jetta GL	19005	17427	24	30	3.034	1.15	2	4	.99	wagon	0	0	1	0	0	fwd	0	0
361	Volkswagen Passat GLS 1.8T	24955	22801	22	31	3.338	1.7	1.8	4	1.06	wagon	0	0	1	0	0	fwd	0	0
362	Volkswagen Passat W8	40235	36956	18	25	4.067	2.7	4	8	1.06	wagon	0	0	1	0	0	fwd	0	0
363	Volvo V40	26135	24641	22	29	2.822	1.7	1.9	4	1.01	wagon	0	0	1	0	0	fwd	0	0
364	Volvo XC70	35145	33112	20	27	3.823	2.08	2.5	5	1.09	wagon	0	0	1	0	0	awd	1	0
365	Chevrolet Astro	26395	23954	14	17	4.605	1.9	4.3	6	1.11	minivan	0	0	0	1	0	awd	1	0
366	Chevrolet Venture LS	27020	24518	19	26	3.699	1.85	3.4	6	1.12	minivan	0	0	0	1	0	fwd	0	0
367	Chrysler Town and Country LX	27490	25371	19	26	4.068	1.8	3.3	6	1.19	minivan	0	0	0	1	0	fwd	0	0
368	Chrysler Town and Country Limited	38380	35063	18	25	4.331	2.15	3.8	6	1.19	minivan	0	0	0	1	0	fwd	0	0
369	Dodge Caravan SE	21795	20508	20	26	3.862	1.5	2.4	4	1.13	minivan	0	0	0	1	0	fwd	0	0
370	Dodge Grand Caravan SXT	32660	29812	18	25	4.44	2.15	3.8	6	1.19	minivan	0	0	0	1	0	awd	1	0
371	Ford Freestar SE	26930	24498	17	23	4.275	1.93	3.9	6	1.21	minivan	0	0	0	1	0	fwd	0	0
372	GMC Safari SLE	25640	23215	16	20	4.309	1.9	4.3	6	1.11	minivan	0	0	0	1	0	rwd	0	1
373	Honda Odyssey LX	24950	22498	18	25	4.31	2.4	3.5	6	1.18	minivan	0	0	0	1	0	fwd	0	0
374	Honda Odyssey EX	27450	24744	18	25	4.365	2.4	3.5	6	1.18	minivan	0	0	0	1	0	fwd	0	0
375	Kia Sedona LX	20615	19400	16	22	4.802	1.95	3.5	6	1.15	minivan	0	0	0	1	0	fwd	0	0
376	Mazda MPV ES	28750	26600	18	25	3.812	2	3	6	1.12	minivan	0	0	0	1	0	fwd	0	0
377	Mercury Monterey Luxury	33995	30846	16	23	4.34	2.01	4.2	6	1.21	minivan	0	0	0	1	0	fwd	0	0
378	Nissan Quest S	24780	22958	19	26	4.012	2.4	3.5	6	1.24	minivan	0	0	0	1	0	fwd	0	0
379	Nissan Quest SE	32780	30019	18	25	4.175	2.4	3.5	6	1.24	minivan	0	0	0	1	0	fwd	0	0
380	Oldsmobile Silhouette GL	28790	26120	19	26	3.948	1.85	3.4	6	1.2	minivan	0	0	0	1	0	fwd	0	0
381	Pontiac Montana	23845	21644	19	26	3.803	1.85	3.4	6	1.12	minivan	0	0	0	1	0	fwd	0	0
382	Pontiac Montana EWB	31370	28454	18	24	4.431	1.85	3.4	6	1.21	minivan	0	0	0	1	0	awd	1	0
383	Toyota Sienna CE	23495	21198	19	27	4.12	2.3	3.3	6	1.19	minivan	0	0	0	1	0	fwd	0	0
384	Toyota Sienna XLE Limited	28800	25690	19	27	4.165	2.3	3.3	6	1.19	minivan	0	0	0	1	0	fwd	0	0
385	Cadillac Escalade EXT	52975	48541	13	17	5.879	3.45	6	8	1.3	pickup	0	0	0	0	1	awd	1	0
386	Chevrolet Avalanche 1500	36100	31689	14	18	5.678	2.95	5.3	8	1.3	pickup	0	0	0	0	1	awd	1	0
387	Chevrolet Colorado Z85	18760	17070	18	23	3.623	1.75	2.8	4	1.11	pickup	0	0	0	0	1	awd	1	0
388	Chevrolet Silverado 1500 Regular Cab	20310	18480	15	21	4.142	2	4.3	6	1.19	pickup	0	0	0	0	1	rwd	0	1
389	Chevrolet Silverado SS	40340	35399	13	17	4.804	3	6	8	1.44	pickup	0	0	0	0	1	awd	1	0
390	Chevrolet SSR	41995	39306	16	19	4.76	3	5.3	8	1.16	pickup	0	0	0	0	1	rwd	0	1
391	Dodge Dakota Regular Cab	17630	16264	16	22	3.714	2.1	3.7	6	1.12	pickup	0	0	0	0	1	rwd	0	1
392	Dodge Dakota Club Cab	20300	18670	16	22	3.829	2.1	3.7	6	1.31	pickup	0	0	0	0	1	rwd	0	1
393	Dodge Ram 1500 Regular Cab ST	20215	18076	16	21	4.542	2.15	3.7	6	1.21	pickup	0	0	0	0	1	rwd	0	1
394	Ford F-150 Regular Cab XL	22010	19490	15	19	4.788	2.31	4.6	8	1.26	pickup	0	0	0	0	1	rwd	0	1
395	Ford F-150 Supercab Lariat	33540	29405	14	18	5.464	3	5.4	8	1.33	pickup	0	0	0	0	1	awd	1	0
396	Ford Ranger 2.3 XL Regular Cab	14385	13717	24	29	3.028	1.43	2.3	4	1.11	pickup	0	0	0	0	1	rwd	0	1
397	GMC Canyon Z85 SL Regular Cab	16530	14877	19	24	3.351	1.75	2.8	4	1.11	pickup	0	0	0	0	1	rwd	0	1
398	GMC Sierra Extended Cab 1500	25717	22604	17	20	4.548	2.85	4.8	8	1.44	pickup	0	0	0	0	1	rwd	0	1
399	GMC Sonoma Crew Cab	25395	23043	15	19	4.083	1.9	4.3	6	1.23	pickup	0	0	0	0	1	awd	1	0
400	Mazda B2300 SX Regular Cab	14840	14070	24	29	2.96	1.43	2.3	4	1.12	pickup	0	0	0	0	1	rwd	0	1
401	Mazda B4000 SE Cab Plus	22350	20482	15	19	3.571	2.07	4	6	1.26	pickup	0	0	0	0	1	awd	1	0
402	Nissan Frontier King Cab XE V6	19479	18253	17	20	3.932	1.8	3.3	6	1.16	pickup	0	0	0	0	1	awd	1	0
403	Nissan Titan King Cab XE	26650	24926	14	18	5.287	3.05	5.6	8	1.4	pickup	0	0	0	0	1	awd	1	0
404	Subaru Baja	24520	22304	21	28	3.485	1.65	2.5	4	1.04	pickup	0	0	0	0	1	awd	1	0
405	Toyota Tacoma	12800	11879	22	27	2.75	1.42	2.4	4	1.03	pickup	0	0	0	0	1	rwd	0	1
406	Toyota Tundra Regular Cab V6	16495	14978	16	20	3.925	1.9	3.4	6	1.28	pickup	0	0	0	0	1	rwd	0	1
407	Toyota Tundra Access Cab V6 SR5	25935	23520	14	17	4.435	1.9	3.4	6	1.28	pickup	0	0	0	0	1	awd	1	0
